prefecture_id,prefectureJP,prefecture_EN,week_ending_date,Observed_weighted,Observed
1,"北海道","Hokkaido",15mar2015,373,373
1,"北海道","Hokkaido",22mar2015,348,348
1,"北海道","Hokkaido",29mar2015,351,351
1,"北海道","Hokkaido",05apr2015,347,347
1,"北海道","Hokkaido",12apr2015,376,376
1,"北海道","Hokkaido",19apr2015,389,389
1,"北海道","Hokkaido",26apr2015,386,386
1,"北海道","Hokkaido",03may2015,341,341
1,"北海道","Hokkaido",10may2015,357,357
1,"北海道","Hokkaido",17may2015,375,375
1,"北海道","Hokkaido",24may2015,358,358
1,"北海道","Hokkaido",31may2015,400,400
1,"北海道","Hokkaido",07jun2015,376,376
1,"北海道","Hokkaido",14jun2015,376,376
1,"北海道","Hokkaido",21jun2015,343,343
1,"北海道","Hokkaido",28jun2015,366,366
1,"北海道","Hokkaido",05jul2015,350,350
1,"北海道","Hokkaido",12jul2015,400,400
1,"北海道","Hokkaido",19jul2015,348,348
1,"北海道","Hokkaido",26jul2015,345,345
1,"北海道","Hokkaido",02aug2015,350,350
1,"北海道","Hokkaido",09aug2015,356,356
1,"北海道","Hokkaido",16aug2015,349,349
1,"北海道","Hokkaido",23aug2015,349,349
1,"北海道","Hokkaido",30aug2015,362,362
1,"北海道","Hokkaido",06sep2015,348,348
1,"北海道","Hokkaido",13sep2015,361,361
1,"北海道","Hokkaido",20sep2015,365,365
1,"北海道","Hokkaido",27sep2015,381,381
1,"北海道","Hokkaido",04oct2015,336,336
1,"北海道","Hokkaido",11oct2015,431,431
1,"北海道","Hokkaido",18oct2015,338,338
1,"北海道","Hokkaido",25oct2015,387,387
1,"北海道","Hokkaido",01nov2015,390,390
1,"北海道","Hokkaido",08nov2015,384,384
1,"北海道","Hokkaido",15nov2015,330,330
1,"北海道","Hokkaido",22nov2015,373,373
1,"北海道","Hokkaido",29nov2015,414,414
1,"北海道","Hokkaido",06dec2015,353,353
1,"北海道","Hokkaido",13dec2015,363,363
1,"北海道","Hokkaido",20dec2015,376,376
1,"北海道","Hokkaido",27dec2015,384,384
1,"北海道","Hokkaido",03jan2016,387,387
1,"北海道","Hokkaido",10jan2016,362,362
1,"北海道","Hokkaido",17jan2016,387,387
1,"北海道","Hokkaido",24jan2016,386,386
1,"北海道","Hokkaido",31jan2016,352,352
1,"北海道","Hokkaido",07feb2016,372,372
1,"北海道","Hokkaido",14feb2016,392,392
1,"北海道","Hokkaido",21feb2016,371,371
1,"北海道","Hokkaido",28feb2016,385,385
1,"北海道","Hokkaido",06mar2016,382,382
1,"北海道","Hokkaido",13mar2016,366,366
1,"北海道","Hokkaido",20mar2016,353,353
1,"北海道","Hokkaido",27mar2016,374,374
1,"北海道","Hokkaido",03apr2016,363,363
1,"北海道","Hokkaido",10apr2016,375,375
1,"北海道","Hokkaido",17apr2016,373,373
1,"北海道","Hokkaido",24apr2016,342,342
1,"北海道","Hokkaido",01may2016,356,356
1,"北海道","Hokkaido",08may2016,366,366
1,"北海道","Hokkaido",15may2016,374,374
